Account type,Year,Name
Lobbyist,2018,"Caitlin R. Beresin (ML Strategies, LLC)"
Lobbyist,2018,Michael Bergan (Beacon Strategies Group LLC)
Lobbyist,2018,Michael Bergan (Tremont Strategies Group)
Lobbyist,2018,Noah Berger
Lobbyist,2018,Leslie Bernal
Lobbyist,2018,Peter C Bernard
Lobbyist,2018,"Lynda Bernard (The Brennan Group, Inc.)"
Lobbyist,2018,Arthur Bernard (Travaglini Eisenberg Kiley LLC)
Lobbyist,2018,Nicholas Dennis Bernier (Capitol Communications Group LLC)
Lobbyist,2018,"Robert Bernstein (Bay State Strategies Group, LLC)"
Lobbyist,2018,Fred E Berry (Fred Berry Associates)
Lobbyist,2018,Janet Gail Besser
Lobbyist,2018,Nathan Betnun
Lobbyist Organisations,2018,"BGR Government Affairs, LLC"
Lobbyist,2018,Laura C. Bickel
Lobbyist,2018,Christienne Killeen Bik
Lobbyist,2018,Katherine Andrews Bilotas
Lobbyist,2018,Bruce Loring Bird
Lobbyist,2018,Thomas F Birmingham
Lobbyist,2018,Nicholas Robinson Black
Lobbyist,2018,Amy Blankenbiller
Lobbyist,2018,Julia Blatt
Lobbyist,2018,Nicola Bocour
Lobbyist,2018,William L Boffi
Lobbyist,2018,Charlotte Boghossian (Charles Group Consulting)
Lobbyist,2018,Ashley Bogle
Lobbyist,2018,Stephen Bokanski (RAI Services Company)
Lobbyist,2018,"Stephen A. Boksanski (BCB Government Relations, Inc.)"
Lobbyist,2018,Jon N Bonsall (Keegan Werlin LLP)
Lobbyist,2018,Alan B. Borgal
Lobbyist,2018,Daniel Edward Bosley (Dan Bosley Consulting Services)
Lobbyist Organisations,2018,"Boston Strategic Consulting, LLC"
Lobbyist,2018,Randy Boudreau
Lobbyist,2018,Kevin J Bourque
Lobbyist,2018,Allison Rhea Bovell-Ammon
Lobbyist,2018,George Lee Boveroux
Lobbyist,2018,Casey Harvell Bowers
Lobbyist,2018,Julianne Bowler
Lobbyist,2018,Jacquelynne Jeanette Bowman
Lobbyist,2018,Amy Elizabeth Boyd
Lobbyist,2018,Brigid Boyd
Lobbyist,2018,Catherine Boyle
Lobbyist,2018,Robert Bradford
Lobbyist,2018,EDWARD W BRAY
Lobbyist,2018,Maryanne Bray
Lobbyist,2018,Carole Brennan (Brown Rudnick LLP)
Lobbyist,2018,Peter A Brennan
Lobbyist,2018,"Jack Brennan (The Brennan Group, Inc.)"
Lobbyist,2018,"John Brennan (The Brennan Group, Inc.)"
Lobbyist,2018,"Timothy Brennan (The Brennan Group, Inc.)"
Lobbyist,2018,"Edward J. Brennan, Jr (Law Office of Edward J. Brennan, Jr)"
Lobbyist,2018,Marc Breslow
Lobbyist Organisations,2018,Brian P. Lees
Lobbyist Organisations,2018,"Brian S. Hickey Associates, Inc."
Lobbyist,2018,Stacey Burks Briggs
Lobbyist,2018,Dustin Blan Brighton
Lobbyist,2018,Alexis B. Brimage-Major
Lobbyist,2018,Robert J. Brink
Lobbyist,2018,Kerry Britland
Lobbyist,2018,Elizabeth Bailey Brodeur
Lobbyist,2018,Karen Brounstein
Lobbyist,2018,Karen Brounstein (Sage Therapeutics)
Lobbyist,2018,Donna Brown
Lobbyist,2018,Erica Brown
Lobbyist,2018,Douglas Scott Brown
Lobbyist,2018,Chenelle Brown
Lobbyist Organisations,2018,Brown Rudnick LLP
Lobbyist,2018,Karyn E. Brownell
Lobbyist,2018,Thomas Brownlie
Lobbyist,2018,Joshua Carl Bruno
Lobbyist,2018,Daniel C. Bryant
Lobbyist,2018,Stephen H. Bryant
Lobbyist,2018,David Allen Bryant
Lobbyist,2018,Christopher N Buchanan
Lobbyist Organisations,2018,Buchanan & Associates
Lobbyist,2018,Selecca Bulgar-Medina (Locke Lord Public Policy Group LLC)
Lobbyist,2018,"Stephen J. Buoniconti (Buoniconti & McCary, LLC)"
Lobbyist Organisations,2018,"Buoniconti & McCary, LLC"
Lobbyist,2018,Stephen Paul Burgay
Lobbyist,2018,John P Burke (Beacon Hill Consulting Group)
Lobbyist,2018,John P. Burke (Burke Strategies)
Lobbyist,2018,Richard Burke
Lobbyist Organisations,2018,Burke Strategies
Lobbyist,2018,Eric Burl
Lobbyist,2018,Will Burns
Lobbyist,2018,Rob Burns
Lobbyist,2018,William A Burns
Lobbyist,2018,Katherine Bridget Butler
Lobbyist,2018,Mehreen Butt
Lobbyist,2018,Kelly Buttiglieri
Lobbyist,2018,Steve Byrne (Beacon Strategies Group LLC)
Lobbyist,2018,Steve Byrne (Tremont Strategies Group)
Lobbyist,2018,Emily Jane Cabanatuan
Lobbyist,2018,Bill Cabral
Lobbyist,2018,Carey Allison Cabrera
Lobbyist,2018,Maria Ollari Cahill
Lobbyist,2018,"David D. Cahill (BCB Government Relations, Inc.)"
Lobbyist,2018,David Cahill (RAI Services Company)
Lobbyist,2018,"William J Cahill, Jr."
Lobbyist,2018,Amy Laura Cahn
Lobbyist,2018,Vanessa Leigh Calaban
Lobbyist,2018,Ashley Calabrese
Lobbyist,2018,Lawrence Calderone
Lobbyist,2018,Michael Caljouw
Lobbyist,2018,Kevin Callahan
Lobbyist,2018,Francis X Callahan
Lobbyist,2018,John Campbell
Lobbyist,2018,Marybeth Campbell
Lobbyist,2018,Michael Francis Canavan
Lobbyist,2018,Jean Cantrell
Lobbyist Organisations,2018,"Capital Associates, Inc."
Lobbyist Organisations,2018,Capitol Communications Group LLC
Lobbyist Organisations,2018,Capitol Consulting
Lobbyist,2018,Robert W Capstick
Lobbyist,2018,"Joseph Capuano (Government Insight Group, LLC)"
Lobbyist,2018,Allen Bradford Card (Card and Associates)
Lobbyist Organisations,2018,Card and Associates
Lobbyist,2018,Naoka Elizabeth Carey
Lobbyist,2018,James Joseph Carey
Lobbyist,2018,Christopher Richard Carlozzi
Lobbyist,2018,Kathryn Carlson
Lobbyist,2018,"Ted Carman (Concord Square Planning & Development, Inc.)"
Lobbyist,2018,Grace K. Carmark
Lobbyist,2018,"Tom Carney (Boston Strategic Consulting, LLC)"
Lobbyist,2018,thomas carney (Thomas P Carney Associates)
Lobbyist,2018,Paul Eugene Caron (Paul E. Caron Associates)
Lobbyist,2018,Joseph Robert Carpenter
Lobbyist,2018,Michael Carson
Lobbyist,2018,James Mitchell Carvalho
Lobbyist,2018,Matthew Dennis Casale
Lobbyist,2018,Heather R Cascone
Lobbyist,2018,John Cashwell
Lobbyist,2018,William F Cass (The Suffolk Group)
Lobbyist,2018,Jacob Cassady
Lobbyist,2018,Louis Anthony Cassis
Lobbyist Organisations,2018,Catherine DelVento
Lobbyist,2018,"Dan Cence (Boston Strategic Consulting, LLC)"
Lobbyist,2018,Pat Cerundolo (Foley Hoag LLP)
Lobbyist,2018,Aaron Michael Chalek
Lobbyist,2018,Alandra Deanine Champion
Lobbyist,2018,Erik Champy
Lobbyist,2018,Steven G Changaris
Lobbyist,2018,"Christopher J. Chapman (Pilgrim Strategies, LLC)"
Lobbyist,2018,Shaun Chapman
Lobbyist,2018,Keith Charles Chappelle
Lobbyist Organisations,2018,Charles Group Consulting
Lobbyist Organisations,2018,Charles Stefanini Consulting LLC
Lobbyist Organisations,2018,Charles Yelen
Lobbyist Organisations,2018,"Chartwell Strategy Group, LLC"
Lobbyist,2018,Courtney B Chelo
Lobbyist,2018,Karen Yu-zhen Chen
Lobbyist,2018,Jondavid Chesloff
Lobbyist,2018,Sarah Chiaramida
Lobbyist,2018,Bailey K Childers
Lobbyist,2018,Jennifer Childs-Roshak
Lobbyist,2018,Colin Chiles
Lobbyist,2018,Michael A. Chowaniec
Lobbyist,2018,Carrie L. Ciliberto
Lobbyist Organisations,2018,"Civitas Public Affairs Group, LLC"
Lobbyist Organisations,2018,"CK Strategies, LLC"
Lobbyist Organisations,2018,Claire B. W Miller
Lobbyist,2018,Mary Ann Bourke Clancy
Lobbyist Organisations,2018,Clare Kelly LLc
Lobbyist,2018,Stephen Clark
Lobbyist,2018,John J Clarke
Lobbyist,2018,Ann Clarke
Lobbyist,2018,Neil Clarke
Lobbyist,2018,thomas james clinton
Lobbyist,2018,Heather A. Clish
Lobbyist,2018,Susan Coakley
Lobbyist,2018,Martha Coakley (Foley Hoag LLP)
Lobbyist,2018,Nora Cohen
Lobbyist,2018,Kathryn Ross Cohen
Lobbyist,2018,Robert Neil Cohen (Cohen Partners)
Lobbyist,2018,Andrew Paul Cohen
Lobbyist,2018,Maydad Cohen
Lobbyist Organisations,2018,Cohen Partners
Lobbyist,2018,Joseph Cohn
Lobbyist,2018,Cliff Cohn
Lobbyist,2018,Jay Colbert
Lobbyist,2018,Susan Cole
Lobbyist,2018,Megan M Collins
Lobbyist,2018,Dan Collins
Lobbyist,2018,"Daniel Combs (DCI Group AZ, L.L.C.)"
Lobbyist Organisations,2018,Commonwealth Consulting
Lobbyist Organisations,2018,Compass Consulting LLC
Lobbyist Organisations,2018,"Concord Square Planning & Development, Inc."
Lobbyist,2018,Christopher Condon (CSC Solutions)
Lobbyist,2018,Chris Condon
Lobbyist,2018,Brian M Condron
Lobbyist,2018,Ashley Coneff
Lobbyist,2018,Lydia D Conley
Lobbyist,2018,Thomas Jerome Connelly
Lobbyist,2018,"Daniel J. Connelly (ML Strategies, LLC)"
Lobbyist,2018,Sean Connolly
Lobbyist,2018,Kevin C. Conroy (Foley Hoag LLP)
Lobbyist,2018,Michelle Consalvo
Lobbyist,2018,"Kevin M. Considine (Considine & Furey, LLP)"
Lobbyist Organisations,2018,"Considine & Furey, LLP"
Lobbyist,2018,Lee A. Constantine
Lobbyist,2018,Ian T Cooke
Lobbyist,2018,Aimee Coolidge
Lobbyist,2018,Alison Cooper
Lobbyist,2018,Rosemarie Celia Corcoran
Lobbyist,2018,Allison Corr
Lobbyist Organisations,2018,Corrigan & Associates
Lobbyist,2018,"John Joseph Corrigan, Jr. (Corrigan & Associates)"
Lobbyist,2018,Martin G. Corry (Charles Stefanini Consulting LLC)
Lobbyist,2018,"Martin G. Corry (Corry Associates, LLC)"
Lobbyist Organisations,2018,"Corry Associates, LLC"
Lobbyist Organisations,2018,Corwin & Corwin LLP
Lobbyist,2018,Andrea Costa (Preti Strategies)
Lobbyist,2018,Jessica Costantino
Lobbyist,2018,Brett Costello
Lobbyist,2018,Michael Costello (Smith Costello & Crawford)
Lobbyist,2018,Robert K Coughlin
Lobbyist,2018,Karen Grasso Courtney (K Courtney and Associates)
Lobbyist,2018,George Coutros
Lobbyist,2018,Nicholas Covino
Lobbyist,2018,John F Cox (McGlynn & McGlynn)
Lobbyist,2018,"Julie E. Cox (ML Strategies, LLC)"
Lobbyist,2018,"William F. Coyne, Jr. (William F. Coyne, Jr., Esq. P.C.)"
Lobbyist,2018,"Christopher ""Kit"" Crancer"
Lobbyist,2018,Jeremy Crandall
Lobbyist,2018,Cheryl L. Crawford
Lobbyist,2018,Jennifer Crawford (Smith Costello & Crawford)
Lobbyist,2018,Nancy Frey Creed
Lobbyist,2018,Kade Crockford
Lobbyist,2018,Timothy Joseph Cronin
Lobbyist,2018,Neil F Cronin
Lobbyist,2018,George Cronin (Rasky Partners)
Lobbyist,2018,Michael Kelly Crossen (Foley & Lardner LLP)
Lobbyist,2018,Thomas Croswell
Lobbyist,2018,Gregg Croteau
Lobbyist,2018,Margaret Crowe
Lobbyist,2018,Erin McAleer Crowley
Lobbyist,2018,Patience Crozier
Lobbyist Organisations,2018,CSC Solutions
Lobbyist,2018,Kristen Cullen (Rasky Partners)
Lobbyist,2018,Mary Cummings
Lobbyist,2018,Deirdre Cummings
Lobbyist,2018,William J. Cunningham
Lobbyist,2018,Jennifer Elizabeth Cunningham
Lobbyist,2018,Donna C. Cupelo
Lobbyist,2018,John James Curley
Lobbyist,2018,James Gerard Curley
Lobbyist,2018,Sean Curran (Waterville Consulting)
Lobbyist,2018,Suzanne Curry
Lobbyist,2018,Eugene R. Curry (Law Office of Eugene R. Curry)
Lobbyist,2018,Michael Anthony Curry
Lobbyist,2018,Jared L Curtis
Lobbyist,2018,Susan Curtis
Lobbyist,2018,Lawrence H Curtis
Lobbyist,2018,Michael Cuzzi
Lobbyist,2018,"Gregory D'Agostino (Lynch Associates, Inc.)"
Lobbyist,2018,"Peter D'Agostino (Lynch Associates, Inc.)"
Lobbyist,2018,GERARD D'AMICO (OFFICES OF GERARD D'AMICO)
Lobbyist,2018,Omar Daghestani
Lobbyist Organisations,2018,"Dain Torpy Le Ray Wiest and Garner, P.C."
Lobbyist,2018,James M Daiute
Lobbyist,2018,William Dal Col (Potomac Communications Strategies)
Lobbyist,2018,Joseph W Dalton
Lobbyist Organisations,2018,Dan Bosley Consulting Services
Lobbyist,2018,Cinda Thi Danh (Preti Strategies)
Lobbyist,2018,Alexa Daniel
Lobbyist,2018,Dave Danning
Lobbyist,2018,Zachary Guy Darrow (Capitol Communications Group LLC)
Lobbyist,2018,Susan Davidoff
Lobbyist,2018,Justin Davidson
Lobbyist,2018,Manolet Dayrit
Lobbyist Organisations,2018,"DCI Group AZ, L.L.C."
Lobbyist,2018,Cecily May de Forest
Lobbyist,2018,"Nicole Horberg Decter (Segal Roitman, LLP)"
Lobbyist,2018,Andrew P DeFalco
Lobbyist,2018,William D. Delahunt (The Delahunt Group)
Lobbyist,2018,"Mark J Delaney (Delaney and Associates, INC)"
Lobbyist,2018,"Scott J Delaney (Delaney and Associates, INC)"
Lobbyist,2018,"William A. Delaney (Delaney Legislative Services, Inc.)"
Lobbyist,2018,Daniel J Delaney (Delaney Policy Group)
Lobbyist,2018,"Daniel J. Delaney (The Moynihan Group, LLC)"
Lobbyist Organisations,2018,"Delaney and Associates, INC"
Lobbyist Organisations,2018,"Delaney Legislative Services, Inc."
Lobbyist Organisations,2018,Delaney Policy Group
Lobbyist,2018,Brian Delburn
Lobbyist,2018,Jose M Delgado
Lobbyist,2018,Adam Joseph Delmolino
Lobbyist,2018,Catherine DelVento (Catherine DelVento)
Lobbyist,2018,Dominique Ann Demar (Charles Stefanini Consulting LLC)
Lobbyist,2018,"Dominique Demar (Corry Associates, LLC)"
Lobbyist,2018,Ashley DeMauro
Lobbyist,2018,"Brian S. Dempsey (Dempsey, Lucey & Associates)"
Lobbyist,2018,"Brian S. Dempsey (ML Strategies, LLC)"
Lobbyist Organisations,2018,"Dempsey, Lucey & Associates"
Lobbyist,2018,Kathryn DeNitto
Lobbyist Organisations,2018,Dennis A. Smith Associates
Lobbyist,2018,Devra Densmore
Lobbyist,2018,Deborah Devaux
Lobbyist,2018,Edward J Dever (Dever & Dever)
Lobbyist Organisations,2018,Dever & Dever
Lobbyist Organisations,2018,"Dewey Square Group, LLC"
Lobbyist Organisations,2018,DGL Healthcare Consulting
Lobbyist,2018,Joseph Paul Diamond
Lobbyist,2018,Lawrence S DiCara (NIxon Peabody LLP)
Lobbyist,2018,Eric W. Dickson
Lobbyist,2018,Kevin S Dietly (Northbridge Environmental Management Consultants)
Lobbyist,2018,Nicholas DiGeronimo
Lobbyist,2018,Joseph Anthony DiGiovanni
Lobbyist,2018,Vicker Vincent DiGravio III
Lobbyist,2018,Luke A Dillon
Lobbyist,2018,Richard A Dimino
Lobbyist,2018,Amanda Jean DiPietro
Lobbyist,2018,Daniel F. DiTullio
Lobbyist Organisations,2018,DLA Piper LLP
Lobbyist Organisations,2018,DOB Strategies LLC
Lobbyist,2018,Stephen C. Dodge
Lobbyist,2018,Richard J Doherty
Lobbyist,2018,Dan Dolan
Lobbyist,2018,Peter Ross Doliber
Lobbyist,2018,Janet Susan Domenitz
Lobbyist,2018,Kate Donaghey
Lobbyist,2018,Zachary M Donah
Lobbyist,2018,Edward Donahue
Lobbyist,2018,Robert Donahue
Lobbyist,2018,Roger Donoghue (Murphy Donoghue Partners)
Lobbyist,2018,"Paul T. Donovan (Kearney Donovan & McGee, P.C.)"
Lobbyist,2018,Ryan Donovan
Lobbyist,2018,Joseph M Donovan (Nelson Mullins)
Lobbyist,2018,Nini Donovan
Lobbyist,2018,Laura Dooley
Lobbyist,2018,William Dooling
Lobbyist,2018,Laurie Ann Doran
Lobbyist,2018,"Nikki Dostoomian (The Brennan Group, Inc.)"
Lobbyist,2018,Patricia Dougherty
Lobbyist,2018,Brianne Marie Doura
Lobbyist,2018,Lyndia Downie
Lobbyist,2018,Darren John Drag
Lobbyist,2018,"Jeffrey Robert Drago (Drago + Toscano, LLP)"
Lobbyist Organisations,2018,"Drago + Toscano, LLP"
Lobbyist,2018,Andrew Dreyfus
Lobbyist,2018,John Matthew Drinkwater
Lobbyist,2018,James F. Driscoll
Lobbyist,2018,Richard L Dropski
Lobbyist Organisations,2018,Duane Morris Government Strategies
Lobbyist,2018,Edward Dube
Lobbyist,2018,Evan Dube
Lobbyist,2018,Anthony Duca
Lobbyist,2018,"Shawn Duhamel (CK Strategies, LLC)"
Lobbyist,2018,Shawn Duhamel
Lobbyist,2018,Annette R Duke
Lobbyist,2018,Paul Dullea
Lobbyist,2018,Emily Dulong
Lobbyist,2018,Carine Dumit
Lobbyist,2018,James Dunbar (O'Neill and Associates)
Lobbyist,2018,Hillary Jean Dunn
Lobbyist,2018,"Martin J. Dunn (Golden West Associates, LLC)"
Lobbyist,2018,Bridget J. Dunn
Lobbyist,2018,Eric C DuPont
Lobbyist,2018,Robert A. Durand (Durand & Anastas Environmental Strategies)
Lobbyist Organisations,2018,Durand & Anastas Environmental Strategies
Lobbyist,2018,James William Durkin
Lobbyist,2018,Charles Dwyer
Lobbyist Organisations,2018,Effie's Grace LLC
Lobbyist,2018,Zach Effron
Lobbyist,2018,James Eisenberg (Preti Strategies)
Lobbyist,2018,Ann Eisner
Lobbyist Organisations,2018,Ellen Murphy & Associates
Lobbyist,2018,Sandra A. Ellis
Lobbyist,2018,Susan Rachel Elsen
Lobbyist,2018,Sarah Emilio
Lobbyist Organisations,2018,"ENE Strategies, LLC"
Lobbyist,2018,Jenny A Erickson
Lobbyist,2018,Kris Erickson (Preti Strategies)
Lobbyist,2018,John Erwin
Lobbyist,2018,Alexandra E Esielonis (Serlin Haley LLP)
Lobbyist Organisations,2018,Essential Strategies Inc.
Lobbyist,2018,Derrick Everett
Lobbyist,2018,Sana Fadel
Lobbyist,2018,Ira Fader
Lobbyist,2018,Michael Edward Falcone
Lobbyist,2018,Brooke Fallon
Lobbyist,2018,Martha Farlow
Lobbyist,2018,Patrick James Farrell
Lobbyist,2018,Debra Ann Fastino
Lobbyist,2018,Amy Elisabeth Feinman
Lobbyist,2018,Calvin Feliciano
Lobbyist,2018,Daniel Felton
Lobbyist,2018,Sandra Fenwick
Lobbyist,2018,Marcus Wayne Ferguson
Lobbyist,2018,John V Fernandes (John V Fernandes)
Lobbyist,2018,John V Fernandes (NIxon Peabody LLP)
Lobbyist,2018,Michael Joseph Ferrante
Lobbyist,2018,Michael Ferrari
Lobbyist Organisations,2018,"Ferriter Scobbo & Rodophele, PC"
Lobbyist,2018,Scott Ferson (Liberty Square Group)
Lobbyist,2018,Michael Edward Festa
Lobbyist,2018,Catherine Fichtner
Lobbyist,2018,Lisa Field
Lobbyist,2018,Laurence Matthew Field
Lobbyist Organisations,2018,Field First LLC
Lobbyist,2018,Alison Thornycroft Field-Juma
Lobbyist,2018,"Benjamin Fierro (Lynch & Fierro LLP, Counsellors At Law)"
Lobbyist,2018,Lewis Martin Finfer
Lobbyist,2018,Stephen James Finnegan (Stephen J Finnegan)
Lobbyist,2018,Thomas Michael Finneran (Finneran Global Strategies)
Lobbyist,2018,Robert C Finneran (Robert Finneran Consulting Services)
Lobbyist Organisations,2018,Finneran Global Strategies
Lobbyist Organisations,2018,First State Investments (US) LLC
Lobbyist,2018,FayeRuth Fisher (1199SEIU)
Lobbyist,2018,Christina Fisher
Lobbyist,2018,Caroline Fisher-O’Neill
Lobbyist,2018,Matthew E Fishman
Lobbyist,2018,Charles Fiske
Lobbyist,2018,Tina Fitanides
Lobbyist,2018,John F Fitzgerald (New Boston Strategies Group Ltd.)
Lobbyist,2018,Roberta Fitzpatrick
Lobbyist,2018,JoHanna Gita Flacks-Dunning
Lobbyist,2018,Charles Flaherty (Capitol Consulting)
Lobbyist,2018,Tierney Rose Flaherty (Ventry Associates LLP)
Lobbyist,2018,Neil Flanagan
Lobbyist,2018,Lisa Fleming
Lobbyist,2018,Heriberto Flores
Lobbyist,2018,Kia Floyd
Lobbyist,2018,Christopher Flynn
Lobbyist Organisations,2018,Flywheel Government Solutions
Lobbyist,2018,Timothy Foley (1199SEIU)
Lobbyist,2018,John Lawrence Foley
Lobbyist Organisations,2018,Foley & Lardner LLP
Lobbyist Organisations,2018,Foley Hoag LLP
Lobbyist,2018,"Daniel J Foley, Jr (The Law Office of Daniel J. Foley, Jr.)"
Lobbyist,2018,Jocelyn Forbush
Lobbyist,2018,Benjamin Forman
Lobbyist,2018,Geoff Foster
Lobbyist,2018,Lauren Fowler (The Novus Group)
Lobbyist,2018,Donna K. Fox (Compass Consulting LLC)
Lobbyist,2018,Steve Fox
Lobbyist,2018,Maryanne Frangules
Lobbyist,2018,Eugenia Bess Frank
Lobbyist,2018,Brittney Franklin
Lobbyist Organisations,2018,Fred Berry Associates
Lobbyist,2018,Frances Frederick
Lobbyist,2018,Debra A. Freed
Lobbyist,2018,Samantha Rae Freedman
Lobbyist,2018,Rosemarie Freeland
Lobbyist,2018,Brad Freeman
Lobbyist,2018,Shaya French
Lobbyist,2018,Adam Martin Friedman
Lobbyist,2018,Heather Lynn Friedmann
Lobbyist,2018,Rebecca Frisch
Lobbyist,2018,Nicholas A Fyntrilakis
Lobbyist,2018,Peter Austin Gagliardi
Lobbyist,2018,David M. Gahl
Lobbyist,2018,Maureen L. Gallagher
Lobbyist,2018,Maureen T. Gallagher
Lobbyist,2018,Mark J Gallagher
Lobbyist,2018,Geoffrey A Gallo
Lobbyist,2018,Timothy F. Galvin
Lobbyist,2018,Nomita Ganguly (Gregory & Associates)
Lobbyist,2018,Elizabeth Morse Ganz
Lobbyist,2018,Karen Garcia
Lobbyist,2018,Marisol Garcia
Lobbyist,2018,Paula Garcia
Lobbyist,2018,Melissa Garlick
Lobbyist,2018,Sean Lawrence Garren
Lobbyist,2018,Kristen P. Gasparonis
Lobbyist Organisations,2018,Gateway Public Solutions
Lobbyist,2018,Daniel Gatti
Lobbyist,2018,Jamie Gaynes
Lobbyist,2018,Elin A Gaynor
Lobbyist,2018,Mary Geary
Lobbyist,2018,Gregory Geller
Lobbyist,2018,Paul C Gentile
Lobbyist,2018,Anne C George
Lobbyist,2018,Lance George
Lobbyist,2018,Wynn A Gerhard
Lobbyist,2018,Deborah Gesualdo
Lobbyist,2018,Rebekah Gewirtz
Lobbyist,2018,"Joseph A. Giannino (Government Relations Group, LLC)"
Lobbyist,2018,Tina Marie Giarla
Lobbyist,2018,Samantha Rose Gibb
Lobbyist,2018,Eugenia T Gibbons
Lobbyist,2018,Sonia Gibson
Lobbyist,2018,"Kimberly Giese (Lynch Associates, Inc.)"
Lobbyist,2018,Gary Gilardi
Lobbyist,2018,Henry S Gillet (HSG & Associates)
Lobbyist,2018,Amanda D.J. Gilman
Lobbyist,2018,Sheila Gilmour
Lobbyist,2018,Christopher Gilrein
Lobbyist,2018,Aimee Gilroy
Lobbyist,2018,Katherine Ginnis
