subawardee_duns
621417633
94078958
77313794
66630302
363459905
145375908
80688749
19716729
112947395
94078958
944507883
46353892
30811269
30811269
967376492
145375908
145375908
557375391
620001388
39318308
964766864
964766864
964766864
138258038
964766864
70040780
805262995
967376492
195057666
112947395
807866421
47006379
76580745
76580745
76580745
47006379
3676269
2608839
19716729
19716729
79532263
39322250
47006379
56369218
153926712
603847393
30811269
66630302
164375326
5175687
82359691
619655736
805262995
153926712
623544785
66630302
363459905
122901739
30811269
859038937
149617367
39322250
157271578
3676269
363459905
66630302
76580745
43397520
623544785
153926712
145375908
145375908
145375908
145375908
145375908
1050152
1050152
76593722
3676269
72366156
43397520
30817290
71723621
9182267
43397520
363459905
149617367
621417633
77313794
72366156
195057666
5175687
5175687
5492160
147830830
54671359
195057666
76583830
967376492
191024152
1408673
66630302
30811269
34889009
39322250
618387484
969824213
808008122
19716729
168238140
175289243
39322250
967376492
164375326
5175687
177205239
56369218
101163731
39322250
30811269
157271578
967376492
967376492
47006379
76580745
76593722
76580745
47006379
76580745
76580745
76580745
76580745
828154075
147830830
34889009
967376492
76580745
956098297
78447677
195057666
11364531
39322250
604483045
78435941
39322250
876443623
627612914
19716729
956098297
55986020
55986020
808008122
825136117
76580745
76580745
944507883
76580745
47006379
76580745
76580745
76580745
76580745
157271578
195057666
79966617
80117038
138258038
602352924
876443623
138258038
138258038
876443623
602352924
138258038
197607539
618387484
191752310
616845814
47006379
30811269
84814136
112947395
76580745
47006379
2608839
39322250
168565658
79966617
76580745
76580745
76580745
47006379
76580745
76580745
112947395
195057666
157271578
197607539
191024152
64810714
19716729
1423631
157271578
967376492
809423424
195057666
70307041
47006379
808008122
808008122
125356600
134465322
878528751
801313131
76593722
197607539
782159763
195057666
39322250
195057666
39322250
30811269
66586132
157271578
47487045
859038937
195057666
39322250
859038937
42557936
5492160
195057666
793282992
3676269
34889009
623544785
807866421
807866421
138258038
75349506
43397520
618387484
101163731
43397520
967376492
58614483
153882816
55986020
54671359
147830830
2608839
618387484
618387484
808008122
808008122
73130411
623544785
76580745
47006379
828154075
76580745
42365952
147951230
147951230
967026857
967026857
76580745
76580745
47006379
164375326
46353892
19074736
145375908
145375908
145375908
145375908
145375908
967026857
195057666
112947395
55986020
55986020
2608839
783487218
9182267
157271578
876443623
602352924
138258038
138258038
195057666
859038937
15194475
149617367
363459905
147830830
182144493
868532131
1425594
157271578
66630302
55019997
76580745
76580745
76580745
47006379
76580745
76580745
66630302
94078958
618387484
34889009
30811269
876443623
138258038
138258038
602352924
30815492
58614483
79966617
868532131
603847393
168238140
2608839
71723621
43397520
76580745
76580745
76580745
76580745
47006379
76580745
618387484
195057666
195057666
195057666
195057666
195057666
3676269
76580745
76580745
47006379
76580745
76580745
76580745
93291644
138258038
967376492
73130411
30811269
30811269
30811269
30811269
112947395
195057666
363459905
66630302
195057666
11848827
15194475
859038937
149617367
363459905
112947395
39322250
100527741
157271578
878528751
122901739
138258038
876443623
602352924
138258038
149617367
363459905
57984525
101163731
967376492
145375908
604483045
956072490
3676269
603847393
868532131
195057666
76580745
1425594
62311868
76580745
76580745
76580745
76580745
76580745
76580745
76580745
47006379
39322250
39318308
47006379
82359691
164375326
5175687
603847393
969941806
969941806
969941806
827982005
79245836
121524099
121524099
77313794
79384732
603847393
1425594
34889009
52166951
52166951
52166951
39322250
47006379
39322250
969941806
969941806
969941806
969941806
19716729
1408673
