,Unnamed: 0,objectid,mapc_id,muni_id,muni,parloc_id,poly_typ,map_num,mappar_id,loc_id_cnt,land_value,bldg_value,othr_value,total_value,ls_price,ls_date,bldg_area,res_area,luc_1,luc_2,luc_adj_1,luc_adj_2,num_units,units_est,units_src,num_rooms,yr_built,site_addr,addr_str,addr_num,addr_zip,owner_name,owner_addr,owner_city,owner_stat,owner_zip,fy,lot_areaft,far,pct_imperv,pct_bldg,pct_pave,landv_pac,bldgv_psf,totv_pac,bldlnd_rat,sqm_imperv,sqm_bldg,sqm_pave,realesttyp,temp,shape
21,14431,1039364,1840229,38,Boxford,M_240755_938987,FEE,15,2015/2/7,1,1178700,0,0,1178700,0,19660629,0,0,9100,9100,910,910,0,1,loc_idcn,0,0,BALDPATE RD,BALDPATE RD,,1921,COMMONWEALTH OF MA,100 CAMBRIDGE ST,BOSTON,MA,2115,2013,1272822.334,0,5.34E-05,0,0,40338.8365,-0.9999,40338.8365,0,0.06319514,-0.9999,0,12,,BA01000046000000080010006A690000A2060A010100000097A6F7DDB31587C3F3FBA711C2EDE501A4A00CD08B92038EE13BFEE49B01FAA159E2FD3EE4BF24FAC91700DEC357B0C603EED513DE9029D29709AA9406D8EF0494A203904FF2D201A2DE02ECDF089ABA01EEB106A08302D88E0CA266E69209C617CA8D0AC09001EED50BF8D003DC9619FA8F07E28439C4AD06F4862BFCDC03EEFC15DEC102F6B00CC4AA03EA840DFAA606EEC814E09A02D6DC0BC466FAA40CF614EC9C18A28815A8FA1E8EFB158CFB15A8F50C829B0EBCC51886F003B6D514C88B12B6D514C68B1298C00FBCC51898A50188A620DE9505868B12B6D514A4A017A4A01792D00BAAF50C9AC00FB6D514809B0EB6F022809B0E829B0E9E950588A62098A50180B61CC6F003B8F022DEB01398DB1DF0E5109AC00FB0E5100098DB1DDE9505AA901BAAF50C94EB198CFB159E9505A0CB21EAF50C9EE62FF4BA068E9624F0CA02A0CB219E95059EB013868B12A6D633B6BA069ADB1D8CE00794A136B0E510B6D514D8A5019ADB1DD8C00FB6F022E4850982D12A0094EB198CE007BCE0269E9505A0B0139E950582D12A8CE00792D00B92D00B8AB80EB2BF0A80FE07AE8E45
36,14952,1039886,1842833,52,Carver,F_847730_2794159,FEE,15,15_1_A,1,257900,0,0,257900,1,19800214,0,0,9110,9110,911,911,0,1,loc_idcn,0,0,0 MUDDY POND,MUDDY POND,0,,COMM OF MASSACHUSETTS,100 CAMBRIDGE STREET,BOSTON,MA,2204,2014,3111155.912,0,0.2018309,0.00201141,0.19981949,3610.91643,-0.9999,3610.91643,0,583.3633982,5.81369811,577.5497001,12,,7403000092000000080010006A6900009C0D13010100000089948183B51597DDA4BEA111E63A80F104E4C3CE01DCDC05ECAD03A63AF2A803AA61E69C03AE8801DA9003B2AF01F0810386CD01CCEE0298EA01D0D802AA8702D8BD029C9102F0C50FE09A0CC0EA37FCD262EEBD0BC0C413D8C407F0900C94F01CE2B91DD4F83CD8DC3DC4821AFA8C19F8E633C8ED2DF6CF3BF0C524B8D72AD0B323AED30BF8EE22CCC824F0AF39DEE53282D40DF0B61B82880BCAED03E8861FAE35CA9A039C02C2F203F61ADAB604D6AD01ECF806D41DCA9A03AA0ED68F04AC4BECD304909C01EAAC04A4DF02D28E05888304C49805908D06CAE50692D104CAC004AE9005ECAD0396F804E88603AEF905E886038E9404F0AE029CCD03EEAE02B0FA04C0CB039AF20CE4F608A0ED05CEE70482F203F8A204B8FC02D68F0486F302FEC904B2A704C68A0990C202D4B40690EF01C29706BE15C4890AAEDB01CC8C07BCE701C297068AED03E2AA06B4E404869904AEC51DEEBD199EEC14FCD10F9EEC0DF6920A8A8B0F8ACF1BB4C063C0AE2898982ADCC63682CC1EDCCE258CC816E8D259A6D106CCD01AD8F20CCEDF159A993EFAAB2A82E324D8F918A0844B94C31DB48A0690D924A2853580A61DBAD0179CF30BDC9914BECA1FF0F20EBE860C8C22BE7ED4C30190FE0A8E850290FE0ACEC103BEBB08F6A909ACF806C4DC03BE860C90498CFD0BFA5782A601D8DB06AC8F0DAACA01A69C0AA2B908BEAC0D90D10B96DA07B6A909B8B90A98DB2290C90EBAF61180E209BCAB0E8CD70A9CA012B0C508A4A30F8CFD0B8AA2239AFA1788B823AEEA0A96F10DA4AA06ACDA02A0931CAAE107A8C20B92D901A29B0BCCFD04B09F07D4AC10C84ED8F205BAFD01E8E008BEAC0DC6FB0686C611CE0C90C90EBEE003A0B112B89302B6F413F61AA2F509D049908D06D0EF019EDD04E8B30282F203EE970392E803EAC3039EDD04E0E50184F203EAB401BCEF05C0BC01A2CF08C427A6D106F009B8ED07909C0184890ABE15A4F608CE5FA69C0AFEF702B6D61DD0BA05809F2DF072BCBA09CCC8019CDC05D0D8028C8C07D29503BAEE06E2B90884D40DEAE90B82C512D0BA05BAEE06DCDC058CE605C49805AED304CADE08BCBA09E68D08ACC409EC8F0692D908C2DB0484E308D8A603B2C607E89D0286BE06E6B20392D908D49E0688B00ADA9F05BE9507D2BB04BCC904F0A029E2A217C6D52892D250FCAB07A6FF4ABE860CAC8702
37,15068,1040002,1842949,52,Carver,F_850413_2802899,FEE,29,29_3_1,1,111100,0,0,111100,1,19860515,0,0,9240,9240,924,924,0,1,loc_idcn,0,0,0 PLEASANT ST,PLEASANT ST,0,,MASS DEPT OF PUBLIC WORKS,10 PARK PLAZA,BOSTON,MA,2166,2014,43813.79033,0,0,0,0,110456.4559,-0.9999,110456.4559,0,-0.9999,-0.9999,0,12,,5700000009000000080010006A6900003F05130101000000B9FBDF8AB515A3C0E6D4A111C0A502968F04E28C02869904CED18201C6A147EA9E1DFEE815F0A727E2D023F09809E0C029849AAB019AB08301B6C72990C21E
38,15643,1040575,1843523,52,Carver,F_857023_2786720,FEE,103,103_17_0,1,12800,0,0,12800,10,19920302,0,0,9240,9240,924,924,0,1,loc_idcn,0,0,0-OFF CENTER ST,CENTER ST,0,,COMM OF MASSACHUSETTS,10 PARK PLAZA,BOSTON,MA,2166,2014,111854.2048,0,2.26415764,0,0,4984.77461,-0.9999,4984.77461,0,235.2820056,-0.9999,0,12,,3C00000005000000080010006A6900002403130101000000978CE39CB515B5FEEBA5A111ECAF35E6B062A0DA66F28F4AAE8046B2FA61E2AB77A6C54A
46,16891,1041828,1844779,52,Carver,F_845520_2800129,FEE,25,25_2_N,1,22300,0,0,22300,0,19981217,0,0,9240,9240,924,924,0,1,loc_idcn,0,0,0 NORTH MAIN ST,NORTH MAIN ST,0,,MASS DEPT OF PUBLIC WORKS,10 PARK PLAZA,BOSTON,MA,2166,2014,780917.3115,0,0.19089035,0,0,1243.906347,-0.9999,1243.906347,0,138.4901123,-0.9999,0,12,,5A01000035000000080010006A6900008205130101000000A1F7EFF9B41599E0D4CEA111DAF20CB6D601FA8C0B82F20380CFD001ECCBB10498A51ABCAC0CB0CC76B8A6388EBC11DEF822BEF31BEAB50EA8B031A2EF1890F728A0FC15F4A113A2F640F4EC0FB0900CD0E80AB0D41FD2E80ABE9D12C2E209A88E0EF2C615A29A0CC0D30EACC409ECAD11B89309E2DF0990EF0FDE8A0B86E407EAD2139AA709C8A101ACF806C2D406B28210F0E305AEF90596EA019A8207DCC605B2A712D6BC11A29B0BC8A913BADF0BFCBA1088E506DC8A0B98B505C88A02A4E70D8A3898970FCAD60B90D809C68A09D41DE2931CFA9408D4B40680F104E6860A8ED809DED50794CB0CC8CE078AB00AC8E506A0DE03D4E105B4EC08CAA101B2910BD4F10D96970F921D9CBE0FC281068CE605DEC727929511DEF30BA88E0EC89A0396B505CCD70A948E05CAA90584FA0EFAC107BE860CDADB0DD8EA01C6A10F9844
51,16996,1041935,1844887,52,Carver,F_846219_2799740,FEE,25,25_3_N,1,300,0,0,300,0,,0,0,9240,9240,924,924,0,1,loc_idcn,0,0,0-OFF NORTH MAIN ST,NORTH MAIN ST,0,,MASS DEPT OF PUBLIC WORKS,10 PARK PLAZA,BOSTON,MA,2166,2014,12763.12004,0,0,0,0,1023.887573,-0.9999,1023.887573,0,-0.9999,-0.9999,0,12,,5A0000000A000000080010006A6900008201130101000000A185EDFDB41593A483CBA111E4AA068CDF15CAA207CCC103DECE09F6A105FED10FB8C805E494069CCD0AC0A60FB89309CEEE028C9B02B4A113E2F64088F42B80B518
53,18197,1043153,1846105,52,Carver,F_876212_2770913,FEE,1251,E_8_0,2,10384300,427000,413200,11224500,0,,6312,6312,9100,9100,910,910,1,2,loc_idcn,7,1914,194 CRANBERRY RD,MYLES STANDISH,194,,COMM OF MASSACHUSETTS,MYLES STANDISH STATE FOREST CRANBERRY RD,CARVER,MA,2330,2014,83590113.24,7.55E-05,2.32398363,0.0428763,2.28110733,5411.406809,67.64892269,5849.247011,0.08091061,180475.2766,3329.675613,177145.601,12,,26090000CB010000080118006A6900008E241301010000009BEB87CDB515A3B2D08DA111EE028604CEB64796B06BF2EABB05D0B8E004F80BD40AD498C401D2B9DB03F804F80BE0D940F0E8086846DA8B04D43DC4CF3ACAB2066844C401487AEA0BD89403F6B42980AB08FEA71E0C702AD8029806CA17CADA31FCD158F0AC2EB28911849805AC90609602B0032E88019CCE19B6EA28DA02546846D0B315E8E102F6F08D07C4FB61CAC6BA02ECDABB01FAD007EEA72F8CA32CA0B9181E10B4830FCED01AB6F605D89410BCE32AF6E4082648B60C860DBE93308CA131A8BA22BCDC1996E225C28830B6D434A6C91E1C10A61AC23284810ADAE9129A0AE413FCBE18D4872DF801DE03DA05FC09EEB637F29916E29326D2C414D2016CECDA10C6C611AAA706F8E318AADF06DCB90192F914C4BD23E6EA11EC8319FE06EE02D09837C0D915F808DE03F4DA0ADAE118C806CC0E6606C8B08B01969E1976D205DA02F60EE6FA21C4DFD201908A1DB2E416BCA014DEC10CB2FB1FD8984680EA4CD4C454DC1BD6D903DA57FCE40B4CE203CE0C28D89286018AE006E49901B007CCC80F9C8223CEC8168EEC10C203EC1250E201D6C80EC49E5ADE8C28C8BBAA0262FE084CE2035EE008E001FC19E48316C2BEFD02B6AB3DF496058A0B7C2644A8A31FC09C03B41BF6028A01482844A613FE01B2FA01E618B4F477C2E10BA807C201B09637EEBB07A6DB39EC9F062644B00AC801B29C37E0D1052844B20AC601A46FF80A80CB36DEA9052E44B80AC4018A71CA0BACC836F2B2052A44BC0AC601AEB937D0B4052E44B60AC401B4B637E8BD0528442444B4014CAE0770AABA37D6B40528442444B4014CAE0770A0C036DAA805BE7AC00C28442042840148B008768671CC0B96C936F6B20528442042840148B008769EBA37CAB40528442044840146B208748ED836F8AD04A063FC072C44AA0A7AB4BD36EEB105927CD20C2844AE0AC401966FF60A8ED436EEA905849138DC8506AEBD37DCFC05B6BE37E4FC05B68A36CCE905A4BF37DAB4052844BA0AC401A0A85EC6A6092844D8A012CCD19301CA01DE0A5AEA03C88412E68EA501F28C04E2B535D403C22BDEC905C0E64874E60AD0C503ECA12EE838F48D05C4E102E8EC1FEE9701FAD70DF82FE4C703C0D404DEA62CE0C601F6DB0ED2F205F4F537CA78EAF708FE8902F8E313D2D706C69430C872E4B606E2A502DCC3107AF007F202E018FC8A05FEED2CDAE805E6A633F0D501DEDD0EC8CF14C4DA9001C002C80EF006D02FC2DB0AC0868C01C201DC0D86DF65E0A907BAD80DF6D60184D40DFEA402A2C00DD4E9028CBE0DD8AA03F4DB08969C7664BA07BC8261AED91FB6DB07B0C202A20236AC980CFAFC12B6A318E2CB25A80EE816BED008F0AF0D280698D0D301A8F21E94F7018824920BAA012404BE0D82029AAD069E718CAB24E68A2E90CB5CE8B575AE8621D8F529AC04FC05BAF915C6F21BAA02D803E0C85CD4FED201D207E8108CBF20EEFA1284CD2BF8CD16A69C18FEA60BAAAF28D28E0CAAAF28F8F008A0A44AD0D809B8AB19DAD503A66F8CCC04949F11BAAAAF012A04880B3A9CBED902B29A1C2802B0010A92109401D69E72EAA5F001E406F40D7006E27EE0ED01A4AD0ECEE201AAC26CCADD0E90FF63FECD0CB0EB36D2AA0698BFC001F6BA06BA9677F4BA068CC875F2C204A88C50D8A501BEFB34B2C204BA9A768E962492A5358EFB15A4F93FBCE02692A934A6BB2580D928A2C3238A831492C51482B61CA6A017B0E510A6FD0AB0E510A48509B0C2048ED809A0D305809F0DAC8C1C8CE007B8EC2382F801B2F820C2F801A08518CCD9041E448A05B602AAFE2AA2F717B6990CD6C8159A910EE813B00C4AA043A4B01DB89C0698A938BEFB04A4E8188EF20E80E61D8EA80988D4099C0CB80C8814B8149C0CB80C8E8711B0D711888615B4E11186DD0ABE860980880BB8B509B4E00FA4B50DBA0AB00B9A019001980A8C0B8C0C880DAC03BE038C0C880DB0AB37AECA3B8E0C860D88885AA8F962A0EA7F9CE5AE019E8D3496CD41262C161882F5A10188A4A701AC906086B74EBE9340A0D21824069CEB1BA47E280080D5238427284294B82BE4B80328029CF42CB2C708260680053E28089C0112789401F097A902B2F9BF03EADFD50EA4FF8616AEADDC03E6D1F81FEEE7B7018CD96D82E1C7018CC59501AA869601C0C756BCA676C282D401E49B55ECA64CD6D344D8867CC8F82794BA33EEF31FB408F88249ACC117AEB60EBAD2A401FEA4E2028EFDB60FEAAC04928E0590108809A20C820782028801A6815FAAA235E801B204C20AA81DC001BE02CEE11596A0408405B82B14AA029ACE04AEF527980BC001B2B8EE01E2FC14CA9D04F8F7F10144E20362CA1E50C40ED8AABA02A0ED1AA4AA069E8B49DCCB8C12E6B32CBCB46CF48A1BA0DA04DCF727067A14EA02A402EE15C4B409F6E71AFE01EA05D0D119E08B11CAA39901C0EA30CCE73C988124E4A31690A428900D921D269401122888B410A2A624D68F1090AB02B69A2190E1459808940396D31DA6DC0B94F95ED0D9249A912C8AFCFD04F2BE0BA8DE24E60D9E2B8809941F22B40194FF0B9295298425927F840B9A06A28D3C98E822928310ECB70CAA9503CCB2171AFE028604CC1EF0B12AFC9A3EFC03F405E0971DE89817E0CA08B69507A0CF16848C8302A20B9E08241A9C0184019CAF159EDB0F88DA1EF2EF052646BAE609C6B71698940ADAFC09BA01F6018C14F6133070C410D20ED4A303C0F502EAD209D2CA08EA09E408D4F00EE0AB056644DADA19FAFD01D8F20C8CD809DCDC05B4FB1FEA89B8BCB515F3B2E383A1118EAFD6CDB515A9F0DAEAA0118A9466A8AC20E2852FAEA501D0F3179AA102DCD31F86F003F4D12F88E805C8E03BA28908D68229B6BA06EEB66F82970FF6A67396C40EE4888501A6B812DCD31FB2C204D0922588EC04D28E2688E805D6C40E84F402EAAF28BCAA0ACAC114B4BE05C0F835BAC917D48628BAC917E0A53D90EB29A6FC03CACF1790F0C701FC8A9D02A4B28205B8C14DCEAFD6CDB515E9F0DAEAA011B2ADEFD3B515A9EA92EBA011AA013E829F62A88968BE079E088EC938AE9833BEBC850190BB4A9CFE0386FC01D69B0EC417D2D018F4BA06E0A822D48E0CD4861BC0DD0DE48117C0DD0DDE9512EA900ECEB517E69C18CED431F8EC30C0FC1AF0A311F8C54CC8C52DDA913AE8941AE8AF42E4A017DE893CDEB412CABD2FC8E805F8C54CC4F801E2DA6688EC04E8AF46AAAA04BA851BFAF764A2AD9B02A2E60EB0F3C401A0FE74
54,18355,1043310,1846262,52,Carver,F_874349_2773006,FEE,125,125_26_0,1,27900,0,0,27900,33000,20070517,0,0,9100,9100,910,910,0,1,loc_idcn,0,0,0-OFF CRANBERRY RD,CRANBERRY RD,0,,COMM OF MASSACHUSETTS,251 CAUSEWAY STREET,BOSTON,MA,2114,2014,469790.5115,0,0,0,0,2586.9488,-0.9999,2586.9488,0,-0.9999,-0.9999,0,12,,8300000015000000080010006A690000AB01130101000000BFF3B5D0B5158DE5AAFCA01110840E228A1E04A2038A9D04B8F7F101F2B8EE01A2FC14D80B8001DACE04EEF52754EA02C405F82B8EE115D6A0408001FE02820AE81DA801F204E6815FEAA235C202C801E20CC207D010C809AAAC04D28E05E4AA06DE8B4998AABA02E0ED1A
55,18368,1043322,1846274,52,Carver,F_867563_2772650,FEE,125,125_6_0,1,100400,0,0,100400,12500,20100707,0,0,9100,9100,910,910,0,1,loc_idcn,0,0,0 SHOESTRING RD,SHOESTRING RD,0,,COMMONWEALTH OF MASSACHUSETTS,251 CAUSEWAY ST,BOSTON,MA,2114,2014,255820.3849,0,0,0,0,17095.6822,-0.9999,17095.6822,0,-0.9999,-0.9999,0,12,,8700000015000000080010006A690000AF01130101000000AFA8F5BBB515A5AAE2FCA011D4F95E90D924D6D31DE6DC0BD808D403F69A21D0E145968F10D0AB02C8B410E2A624526866D401D00DD21DA4A316D0A4288CE73CD881248AA3990180EA3090D119A08B11BE01AA0584B409B6E71AE402AE1554AA02463AE0DA049CF727FCB46CB48A1B
56,19050,1044020,1848108,73,Dedham,F_751122_2903228,FEE,201,201-7,1,72900,234900,237000,544800,0,,2100,2100,9710,9710,971,971,0,1,loc_idcn,0,1950,75 UNIVERSITY AVE,UNIVERSITY AVE,75,,MASS BAY TRANS AUTHORITY,10 PARK PLAZA,BOSTON,MA,2116,2015,244234.755,0.00859828,0.47589171,0,0,13001.93332,111.8571429,97166.71159,6.47325103,107.9805015,-0.9999,0,12,,BF040000F1000000080010006A690000A712160101000000938498E9B2159789EBF8A311D4D601EE23D4B801F417E8BB01EE23F2B801EE23CCBB01E82FF2B801E82FDCB501E82FF2B801E82FDCB501E82FDEB501E23BF0AF01E23BDCB501DC47F0AF01E23BEEAF01DC47D2AF01DC47E6B201DC47C0AA01D653DAAC01D653ECA601D653E4A901D653ECA601D05FF4A301D653ECA601D25FEA9D01C86BFEA001D05FE89D01CA6BEA9D01CA6BFA9701CA6BEA9D01C477CE9201C477E49401CC6BF09101FE8201F88E01C277F88E01C477C08C01C08301CA8901FC8201E48B01FE8201FE8201C08301FE8201F68E01C68001F88E01FC79F88E01D07DFA8E01F07CF68E01D871F88E01C477F29A01EAFF1ED6A334F48501DACA01E259F88E01C459F88E01EC56F88E01C050F88E01D653F29A01E050F88E01D24AF29A01DC47F88E01DC47ECA601E644F88E01EE41ECA601D83EF88E01DA3EECA601EA38F29A01D635F29A01FE32ECA601E82FECA601E82FF29A01D22CECA601F023ECA601C027F29A01DA20ECA601EE23ECA601CA1BECA601F417ECA601F417ECA601E014ECA601C412ECA601C409E6B201F00EECA601EE05ECA601C409ECA60100ECA60100ECA601AE05E6B2019603ECA601BA0BECA601BA0BECA601B00EECA601BE14ECA601B217ECA601B617ECA601B417ECA6019820ECA601B620ECA601B820ECA601A626EEA601BA29F09A01922CECA601A82FEEA601BE32F09A019635ECA601B435F49A01A23BF09A01A23BECA6019041F49A01AE41F09A018644FA8E01B24AF09A019C47F49A018A4DF09A019E50FA8E01A050F29A018C56F88E019A5CF68E018259FA8E01A459F88E01905FFE8201905FF88E01BE64FE82019268F88E019468FE82018A6BFE8201A0E44DEAED3DAA8B31D4B225909A16B0E737B0CD0190DC039E9701BA8803BA9701BA8803B88E01BA8803B48501BA8803888001B49403907DB49403B870B494039468B494039268B69403BA5BB29403AC56AEA0038050B494039E47B0A003B83EACA0038C38AEA003BC32B0A003942CAEA003B620ACA003801EAAAC03B417ACA003A608B0A003881BA8A906AE059CC403EE059CC403C2099CC403C612A2B803E21DA2B803F8209CC403DC299CC403F435A2B803EA38A2B803C8449CC403DC47A8AC03DE509CC403E459A8AC03D05FA2B803F467A2B803CEE201A8A906FE8201A2B803C28C01A2B803EE9101A2B803C89E01A2B803D6A301A8AC03C0AA01A8AC03D2AF01A8AC03EABB01AEA003D6C101A8AC03DACA01AEA003E6D001B69403D4D601AEA003C2DC01B29403CEE201BA8803C8EE01B49403D4F401BA8803D041BE8201F63E8677C8448A6BE23B886BDC478677E644886BDC478A6BD24A8C6BDC478A6BE84D8A6BE050905FC0508A6BD653905FD653905FEA56905FCE56905FC459905FDA5C905FE259905FD05F9653D05F8E5FD05F9853FE649653D05F9653D2689C47FE649653D4689653D2689C47C26E9C47D2689C47C26E9C47C06E9C47D671A23BC26EA23BD6719C47EE73A23BD871A23BC277A82FC477A23BF870A82FC477A82FD27DA82FC477A82FF07CA82FC477AE23DA7AA82FF27CB417C68001A82FF27CB417DA7AAE23E87FB417D27DB417C68001B417EA7FB417FC8201B417C88001BA0BFA79BA0BD48601BA0BE87FBA0BC08301BA0BC6800100C88001BA0B
58,20200,1045163,1849251,73,Dedham,F_745428_2908362,FEE,164,164-3A,1,173100,0,0,173100,0,,0,0,9750,9750,975,975,0,1,loc_idcn,0,0,75 ALLIED DR,ALLIED DR,75,,MASSACHUSETTS BAY,TEN PARK PLAZA,BOSTON,MA,2116,2015,34107.24463,0,0,0,0,221074.3225,-0.9999,221074.3225,0,-0.9999,-0.9999,0,12,,4800000007000000080010006A69000030041601010000009FF0FDD8B215BFD7FA86A411E2A01BB08B14D88E41C8CD2286CA29C8AC4786E211AE851EB0940BBEF012BEED15B4F624
62,23396,1048351,1852439,73,Dedham,F_751589_2914116,FEE,129,129-10B,1,143600,0,0,143600,0,19710114,0,0,925V,925V,925,925,0,1,loc_idcn,0,0,210 MILTON ST,MILTON ST,210,,COMMONWEALTH OF MASSACHUSETTS,20 SOMMERSET ST,BOSTON,MA,2108,2015,40860.5035,0,0,0,0,153087.1003,-0.9999,153087.1003,0,-0.9999,-0.9999,0,12,,2901000031000000080010006A6900009104010101000000BDDBE9EAB215ADDCE697A411C6E206A69E03FCDA03A0B301D8DD0998B102D0A704AE57DA8204982EF2E3038E05E4C303D424D4A403FE4DEC8503EC77D6BA04C2EE01FAF902C6EC01C69B04FAAB04E8C001CEFE01F659CAAF01F8C002E69809EC3DE286039C01C4F702AC2FEEBC02BE9C01DEA005A025EED202E611D6D402DE4BCEE402ECB402CCEF06C8B301ECF302C2C501E2C902C6B801D09902C08401CC8C01C0B201FE67C8A802F06AE8C602FE4BFAF802C019F4AB03BE16C6DF04804ECC96018418DA9607D8DB0AF26CD8A201C8D108CCF20CBACD1AD8B40482A10A94D601AEFF058477AA9732BCFF0786718212A8F40986C832B0208EA701A02BB4DD01A2A0038CBC0FE09301A638C4E605B49C02
63,23412,1048367,1852455,73,Dedham,F_751301_2914156,FEE,129,129-5A,1,42000,0,0,42000,0,19710201,0,0,925V,925V,925,925,0,1,loc_idcn,0,0,152 MILTON ST,MILTON ST,152,,COMMONWEALTH OF MASSACHUSETT,20 SOMMERSET ST,BOSTON,MA,2108,2015,27900.81694,0,0,0,0,65572.27353,-0.9999,65572.27353,0,-0.9999,-0.9999,0,12,,C20000001C000000080010006A690000AA0201010100000081D195EAB215BDC2B197A411FC8E03BC5DDE84039A8801F0FD028CB401C0FD02B0E201C0F402A28902C2880392C202FCEE07AABA07E0DE0E86B10ECCB706B2D206ECAB06B2FF06C2C207B8E405D8B315B8EF10F6B20294C201E4990682A803E8F6028E9502F6AD01929701F8249E3BCA9B01849001D4C808EED409C4AA07CCA208D4D905EEB606989C1CC6D31584FB02F2A202B0C046FE8A3688D1088CF20CB26C98A2019A960798DB0A
64,23475,1048428,1852516,73,Dedham,F_749576_2914371,FEE,112,112-120,1,1200,0,0,1200,0,19730117,0,0,9750,9750,975,975,0,1,loc_idcn,0,0,76 WALNUT ST,WALNUT ST,76,,MASSACHUSETTS BAY,10 PARK PLZ,BOSTON,MA,2116,2015,1124.331379,0,1.72940669,0,0,46491.63135,-0.9999,46491.63135,0,1.80643028,-0.9999,0,12,,540000000A000000080010006A6900003C02010101000000BBF7E6E4B2159B959698A411FCE50E86E609E8D60D8E8709EAF501DAA80490C00CC09908A87FD65388800EEE9A099A5CE43BA23B867792DA01A88603
65,24009,1048959,1853047,73,Dedham,F_745822_2915451,FEE,109,109-63,1,33400,0,0,33400,0,,0,0,924V,924V,924,924,0,1,loc_idcn,0,0,357 EAST ST,EAST ST,357,,COMMOMWEALTH OF MASS,20 SOMERSET ST,BOSTON,MA,2108,2015,841.3549146,0,27.07869575,0,0,1729239.319,-0.9999,1729239.319,0,21.16589888,-0.9999,0,12,,3500000004000000080010006A6900001D01010101000000978AEAD9B215BFF0A19BA411A48806FE51C09F2298812A9C961CDAAF29
